unique_number,id_no,name_en,short_description_en,date_inscribed,danger_list,longitude,latitude,area_hectares,category,states_name_en,name_en,iso_code,udnp_code,transboundary
1362,1185,Plantin-Moretus House-Workshops-Museum Complex,"<p>The Plantin-Moretus Museum is a printing plant and publishing house dating from the Renaissance and Baroque periods. Situated in Antwerp, one of the three leading cities of early European printing along with Paris and Venice, it is associated with the history of the invention and spread of typography. Its name refers to the greatest printer-publisher of the second half of the 16th century: Christophe Plantin (c. 1520&ndash;89). The monument is of outstanding architectural value. It contains exhaustive evidence of the life and work of what was the most prolific printing and publishing house in Europe in the late 16th century. The building of the company, which remained in activity until 1867, contains a large collection of old printing equipment, an extensive library, invaluable archives and works of art, among them a painting by Rubens.</p>",2005,,4.3977800000,51.2183300000,0.0000,Cultural,Belgium,Europe and North America,be,bel,0
1578,1298,Stoclet House,"<p>When banker and art collector Adolphe Stoclet commissioned this house from one of the leading architects of the Vienna Secession movement, Josef Hoffmann, in 1905, he imposed neither aesthetic nor financial restrictions on the project. The house and garden were completed in 1911 and their austere geometry marked a turning point in Art Nouveau, foreshadowing Art Deco and the Modern Movement in architecture. Stoclet House is one of the most accomplished and homogenous buildings of the Vienna Secession, and features works by Koloman Moser and Gustav Klimt, embodying the aspiration of creating a &lsquo;total work of art' (Gesamtkunstwerk). Bearing testimony to artistic renewal in European architecture, the house retains a high level of integrity, both externally and internally as it retains most of its original fixtures and furnishings.</p>",2009,,4.4161111111,50.8350000000,0.8600,Cultural,Belgium,Europe and North America,be,bel,0
1837,1344,Major Mining Sites of Wallonia,"<p><span lang=""EN"">The four sites of the property form a strip 170&nbsp;km long by 3&ndash;15&nbsp;km wide, crossing Belgium from east to west, consisting of the best-preserved </span><span lang=""EN-US"">19th- and 20th</span><span lang=""EN"">-century coal-mining sites of the country. It features examples of the utopian architecture from the early periods of the industrial era in Europe within a highly integrated, industrial and urban ensemble, notably the Grand-Hornu colliery and workers&rsquo; city designed by Bruno Renard in the first half of the 19</span><span lang=""EN-US"">th</span><span lang=""EN""> century. Bois-du-Luc includes numerous buildings erected from 1838 to 1909 and one of Europe&rsquo;s oldest collieries dating back to the late </span><span lang=""EN-US"">17th c</span><span lang=""EN"">entury. While Wallonia had hundreds of collieries, most have lost their infrastructure, while the four components of the listed site retain a high measure of integrity.</span></p>",2012,,3.8383333333,50.4352777778,118.0700,Cultural,Belgium,Europe and North America,be,bel,0
900,764,Belize Barrier Reef Reserve System,"<p>The coastal area of Belize is an outstanding natural system consisting of the largest barrier reef in the northern hemisphere, offshore atolls, several hundred sand cays, mangrove forests, coastal lagoons and estuaries. The system&rsquo;s seven sites illustrate the evolutionary history of reef development and are a significant habitat for threatened species, including marine turtles, manatees and the American marine crocodile.</p>",1996,,-87.0583333300,16.7500000000,96300.0000,Natural,Belize,Latin America and the Caribbean,bz,blz,0
1560,323,Royal Palaces of Abomey,"<p>From 1625 to 1900, 12 kings succeeded one another at the head of the powerful Kingdom of Abomey. With the exception of King Akaba, who had his own separate enclosure, they all had their palaces built within the same cob-wall area, in keeping with previous palaces as regards the use of space and materials. The royal palaces of Abomey are a unique reminder of this vanished kingdom.</p>",1985,,1.9833333330,7.1833333330,47.6000,Cultural,Benin,Africa,bj,ben,0
484,420,City of Potosí,"<p>In the 16th century, this area was regarded as the world&rsquo;s largest industrial complex. The extraction of silver ore relied on a series of hydraulic mills. The site consists of the industrial monuments of the Cerro Rico, where water is provided by an intricate system of aqueducts and artificial lakes; the colonial town with the Casa de la Moneda; the Church of San Lorenzo; several patrician houses; and the barrios mitayos, the areas where the workers lived.</p>",1987,,-65.7530600000,-19.5836100000,0.0000,Cultural,Bolivia (Plurinational State of),Latin America and the Caribbean,bo,bol,0
619,529,Jesuit Missions of the Chiquitos,"<p>Between 1696 and 1760, six ensembles of reducciones (settlements of Christianized Indians) inspired by the &lsquo;ideal cities&rsquo; of the 16th-century philosophers were founded by the Jesuits in a style that married Catholic architecture with local traditions. The six that remain &ndash; San Francisco Javier, Concepci&oacute;n, Santa Ana, San Miguel, San Rafael and San Jos&eacute; &ndash; make up a living heritage on the former territory of the Chiquitos.</p>",1990,,-60.5000000000,-16.0000000000,0.0000,Cultural,Bolivia (Plurinational State of),Latin America and the Caribbean,bo,bol,0
668,566,Historic City of Sucre,"<p>Sucre, the first capital of Bolivia, was founded by the Spanish in the first half of the 16th century. Its many well-preserved 16th-century religious buildings, such as San L&aacute;zaro, San Francisco and Santo Domingo, illustrate the blending of local architectural traditions with styles imported from Europe.</p>",1991,,-65.2591700000,-19.0430600000,0.0000,Cultural,Bolivia (Plurinational State of),Latin America and the Caribbean,bo,bol,0
670,567,Tiwanaku: Spiritual and Political Centre of the Tiwanaku Culture,"<p>The city of Tiwanaku, capital of a powerful pre-Hispanic empire that dominated a large area of the southern Andes and beyond, reached its apogee between 500 and 900 AD. Its monumental remains testify to the cultural and political significance of this civilisation, which is distinct from any of the other pre-Hispanic empires of the Americas.</p>",2000,,-68.6777800000,-16.5583333300,0.0000,Cultural,Bolivia (Plurinational State of),Latin America and the Caribbean,bo,bol,0
1035,883,Fuerte de Samaipata,"<p>The archaeological site of Samaipata consists of two parts: the hill with its many carvings, believed to have been the ceremonial centre of the old town (14th&ndash;16th centuries), and the area to the south of the hill, which formed the administrative and residential district. The huge sculptured rock, dominating the town below, is a unique testimony to pre-Hispanic traditions and beliefs, and has no parallel anywhere in the Americas.</p>",1998,,-63.8166666700,-18.1666666700,0.0000,Cultural,Bolivia (Plurinational State of),Latin America and the Caribbean,bo,bol,0
1131,967,Noel Kempff Mercado National Park,"<p>The National Park is one of the largest (1,523,000 ha) and most intact parks in the Amazon Basin. With an altitudinal range of 200 m to nearly 1,000 m, it is the site of a rich mosaic of habitat types from Cerrado savannah and forest to upland evergreen Amazonian forests. The park boasts an evolutionary history dating back over a billion years to the Precambrian period. An estimated 4,000 species of flora as well as over 600 bird species and viable populations of many globally endangered or threatened vertebrate species live in the park.</p>",2000,,-60.8666700000,-14.2666700000,1523446.0000,Natural,Bolivia (Plurinational State of),Latin America and the Caribbean,bo,bol,0
1107,946,Old Bridge Area of the Old City of Mostar,"<p>The historic town of Mostar, spanning a deep valley of the Neretva River, developed in the 15th and 16th centuries as an Ottoman frontier town and during the Austro-Hungarian period in the 19th and 20th centuries. Mostar has long been known for its old Turkish houses and Old Bridge, Stari Most, after which it is named. In the 1990s conflict, however, most of the historic town and the Old Bridge, designed by the renowned architect Sinan, was destroyed. The Old Bridge was recently rebuilt and many of the edifices in the Old Town have been restored or rebuilt with the contribution of an international scientific committee established by UNESCO. The Old Bridge area, with its pre-Ottoman, eastern Ottoman, Mediterranean and western European architectural features, is an outstanding example of a multicultural urban settlement. The reconstructed Old Bridge and Old City of Mostar is a symbol of reconciliation, international co-operation and of the coexistence of diverse cultural, ethnic and religious communities.</p>",2005,,17.8109200000,43.3481200000,7.6000,Cultural,Bosnia and Herzegovina,Europe and North America,ba,bih,0
